transaction_id,product,category,quantity,unit_price,item_total,rating
TXN10274,Frozen Dinners,Frozen,3,5.31,15.93,3.5
TXN10274,Spring Water,Beverages,2,22.89,45.78,3.4
TXN10275,Romaine Lettuce,Produce,1,24.18,24.18,3.7
TXN10275,Cola Soda,Beverages,1,19.29,19.29,3.8
TXN10275,Frozen Pizza,Frozen,1,2.62,2.62,4.6
TXN10275,Hand Soap,Household,3,21.96,65.88,3.9
TXN10276,Frozen Vegetables,Frozen,3,34.38,103.14,4.7
TXN10276,Organic Whole Milk,Dairy,3,9.09,27.27,3.8
TXN10277,Carrots,Produce,2,18.16,36.32,4.6
TXN10277,Red Apples,Produce,3,10.87,32.61,3.9
TXN10277,Orange Juice,Beverages,1,11.3,11.3,4.0
TXN10278,Popcorn,Snacks,2,28.33,56.66,4.4
TXN10278,Ice Cream,Frozen,3,18.43,55.29,4.2
TXN10278,Frozen Pizza,Frozen,1,7.28,7.28,3.6
TXN10279,Butter Stick,Dairy,3,12.57,37.71,4.1
TXN10279,Frozen Dinners,Frozen,3,5.91,17.73,4.6
TXN10279,Croissants,Bakery,2,4.61,9.22,3.5
TXN10279,Carrots,Produce,3,28.77,86.31,4.6
TXN10280,Salmon Fillet,Meat,2,20.94,41.88,3.2
TXN10281,Frozen Dinners,Frozen,2,15.44,30.88,4.2
TXN10282,Bananas,Produce,3,26.16,78.48,3.7
TXN10282,Organic Whole Milk,Dairy,3,17.31,51.93,3.8
TXN10282,Laundry Detergent,Household,2,6.97,13.94,3.3
TXN10282,Ground Beef,Meat,2,12.87,25.74,3.7
TXN10282,Red Apples,Produce,2,10.87,21.74,4.4
TXN10282,Green Tea,Beverages,3,5.67,17.01,3.4
TXN10283,Paper Towels,Household,2,24.33,48.66,4.2
TXN10283,AA Batteries,Household,3,4.59,13.77,3.7
TXN10283,Ice Cream,Frozen,3,20.12,60.36,3.4
TXN10283,Frozen Desserts,Frozen,3,19.62,58.86,3.3
TXN10283,Frozen Dinners,Frozen,2,4.21,8.42,3.7
TXN10284,Vanilla Ice Cream,Dairy,1,4.34,4.34,4.0
TXN10284,AA Batteries,Household,3,4.87,14.61,4.4
TXN10284,Spring Water,Beverages,1,9.59,9.59,4.4
TXN10284,Organic Whole Milk,Dairy,2,22.72,45.44,3.5
TXN10284,Romaine Lettuce,Produce,2,3.75,7.5,4.6
TXN10285,Mixed Nuts,Snacks,1,8.29,8.29,4.4
TXN10285,Orange Juice,Beverages,1,14.14,14.14,3.2
TXN10285,Whole Wheat Bread,Bakery,2,6.8,13.6,3.9
TXN10286,Laundry Detergent,Household,1,4.44,4.44,3.2
TXN10286,Whole Wheat Bread,Bakery,1,24.7,24.7,4.6
TXN10286,Salmon Fillet,Meat,3,20.15,60.45,3.6
TXN10286,Chicken Breast,Meat,2,10.42,20.84,3.4
TXN10286,Paper Towels,Household,1,5.51,5.51,4.4
TXN10286,Frozen Dinners,Frozen,2,15.95,31.9,4.1
TXN10287,AA Batteries,Household,3,27.04,81.12,4.1
TXN10287,Orange Juice,Beverages,2,16.42,32.84,4.0
TXN10287,Ice Cream,Frozen,3,21.99,65.97,3.2
TXN10287,Chocolate Bar,Snacks,3,3.77,11.31,3.9
TXN10287,Frozen Pizza,Frozen,3,15.84,47.52,3.8
TXN10287,Paper Towels,Household,3,6.51,19.53,3.5
TXN10287,Popcorn,Snacks,1,8.91,8.91,4.1
TXN10288,Popcorn,Snacks,1,25.6,25.6,4.2
TXN10288,Orange Juice,Beverages,1,20.67,20.67,3.5
TXN10288,Carrots,Produce,2,18.14,36.28,4.7
TXN10288,Frozen Vegetables,Frozen,3,8.56,25.68,3.3
TXN10289,Organic Whole Milk,Dairy,1,12.02,12.02,4.2
TXN10289,Chocolate Chip Cookies,Bakery,2,9.5,19.0,4.8
TXN10289,Potato Chips,Snacks,3,23.55,70.65,3.6
TXN10289,Carrots,Produce,1,19.86,19.86,4.3
TXN10289,Frozen Dinners,Frozen,1,33.28,33.28,4.8
TXN10289,Chocolate Chip Cookies,Bakery,1,3.17,3.17,3.5
TXN10289,Bagels (6-pack),Bakery,1,28.88,28.88,4.4
TXN10290,Red Apples,Produce,2,29.61,59.22,4.8
TXN10290,Cheddar Cheese Block,Dairy,2,25.36,50.72,3.7
TXN10290,Red Apples,Produce,3,9.91,29.73,4.4
TXN10291,AA Batteries,Household,2,31.84,63.68,4.7
TXN10291,Potato Chips,Snacks,1,15.1,15.1,4.3
TXN10292,Paper Towels,Household,1,13.65,13.65,4.3
TXN10292,Carrots,Produce,3,4.15,12.45,4.8
TXN10293,Crackers,Snacks,2,2.54,5.08,4.6
TXN10293,Romaine Lettuce,Produce,1,16.65,16.65,4.6
TXN10293,Frozen Vegetables,Frozen,3,26.84,80.52,3.8
TXN10294,Carrots,Produce,2,29.76,59.52,3.5
TXN10294,Green Tea,Beverages,3,11.53,34.59,3.5
TXN10294,Vanilla Ice Cream,Dairy,1,21.37,21.37,4.5
TXN10294,Coffee Beans,Beverages,1,31.1,31.1,4.4
TXN10294,Crackers,Snacks,2,19.55,39.1,3.4
TXN10294,Blueberry Muffins,Bakery,3,10.33,30.99,3.2
TXN10295,Romaine Lettuce,Produce,1,16.54,16.54,3.4
TXN10295,Pork Chops,Meat,1,15.45,15.45,4.3
TXN10295,Paper Towels,Household,2,5.26,10.52,4.6
TXN10295,Ice Cream,Frozen,2,15.2,30.4,4.3
TXN10295,Trash Bags,Household,2,20.29,40.58,4.6
TXN10295,Frozen Dinners,Frozen,3,34.37,103.11,4.7
TXN10295,Frozen Dinners,Frozen,1,26.31,26.31,4.0
TXN10296,Frozen Dinners,Frozen,1,3.33,3.33,4.7
TXN10296,Potato Chips,Snacks,2,18.83,37.66,3.4
TXN10297,Crackers,Snacks,1,11.75,11.75,4.5
TXN10297,Carrots,Produce,2,15.87,31.74,4.6
TXN10297,Ground Beef,Meat,2,24.93,49.86,3.2
TXN10298,Frozen Vegetables,Frozen,2,27.45,54.9,4.5
TXN10298,Bananas,Produce,2,16.93,33.86,4.4
TXN10298,Ice Cream,Frozen,2,26.25,52.5,3.3
TXN10299,Frozen Vegetables,Frozen,1,21.08,21.08,4.3
TXN10299,Green Tea,Beverages,3,21.05,63.15,4.1
TXN10299,Bacon,Meat,1,19.73,19.73,4.7
TXN10299,Salmon Fillet,Meat,1,16.06,16.06,3.4
TXN10299,Red Apples,Produce,1,9.69,9.69,3.6
TXN10299,Frozen Pizza,Frozen,3,24.58,73.74,3.7
TXN10300,Popcorn,Snacks,1,10.57,10.57,4.8
TXN10300,Tomatoes,Produce,2,6.32,12.64,4.4
TXN10300,Tomatoes,Produce,3,28.65,85.95,3.5
TXN10300,Mixed Nuts,Snacks,1,2.75,2.75,3.7
TXN10300,Croissants,Bakery,2,5.98,11.96,3.6
TXN10300,Whole Wheat Bread,Bakery,3,8.04,24.12,4.1
TXN10300,Frozen Desserts,Frozen,2,26.52,53.04,4.7
TXN10301,Hand Soap,Household,1,27.57,27.57,3.6
TXN10302,Ground Beef,Meat,1,14.31,14.31,4.5
TXN10302,Trash Bags,Household,1,16.84,16.84,4.5
TXN10302,Cola Soda,Beverages,2,2.01,4.02,3.6
TXN10302,Coffee Beans,Beverages,3,29.97,89.91,3.5
TXN10302,Orange Juice,Beverages,3,6.84,20.52,4.1
TXN10302,Orange Juice,Beverages,1,15.02,15.02,4.5
TXN10302,Coffee Beans,Beverages,3,9.07,27.21,4.7
TXN10303,Crackers,Snacks,3,7.89,23.67,3.7
TXN10303,Red Apples,Produce,1,21.9,21.9,4.6
TXN10304,Chocolate Chip Cookies,Bakery,3,2.86,8.58,3.9
TXN10304,Croissants,Bakery,2,33.59,67.18,4.5
TXN10304,Popcorn,Snacks,3,7.99,23.97,4.8
TXN10304,Blueberry Muffins,Bakery,1,12.36,12.36,3.9
TXN10304,Chicken Breast,Meat,3,26.71,80.13,4.7
TXN10304,Mixed Nuts,Snacks,3,4.74,14.22,4.2
TXN10305,Chicken Breast,Meat,3,7.48,22.44,3.8
TXN10305,Green Tea,Beverages,1,16.8,16.8,4.1
TXN10305,Red Apples,Produce,3,18.46,55.38,3.3
TXN10305,Green Tea,Beverages,3,27.24,81.72,4.4
TXN10305,Cola Soda,Beverages,1,29.58,29.58,4.8
TXN10305,Green Tea,Beverages,1,30.73,30.73,4.7
TXN10306,Frozen Dinners,Frozen,1,13.93,13.93,4.6
TXN10306,Chicken Breast,Meat,2,10.26,20.52,4.1
TXN10306,Potato Chips,Snacks,2,12.96,25.92,3.3
TXN10306,Cheddar Cheese Block,Dairy,2,33.79,67.58,4.7
TXN10306,Ground Beef,Meat,2,6.6,13.2,3.3
TXN10307,Cola Soda,Beverages,1,5.76,5.76,4.7
TXN10307,Greek Yogurt,Dairy,1,19.02,19.02,4.7
TXN10307,Frozen Pizza,Frozen,3,19.5,58.5,3.4
TXN10308,Frozen Pizza,Frozen,3,10.43,31.29,3.9
TXN10309,Chocolate Chip Cookies,Bakery,1,26.5,26.5,4.6
TXN10309,Butter Stick,Dairy,2,14.65,29.3,4.6
TXN10309,Croissants,Bakery,3,23.25,69.75,4.5
TXN10309,Frozen Desserts,Frozen,1,11.18,11.18,3.4
TXN10310,Spring Water,Beverages,3,14.47,43.41,4.2
TXN10310,Bananas,Produce,1,5.84,5.84,3.3
TXN10310,Green Tea,Beverages,3,14.9,44.7,4.4
TXN10310,Green Tea,Beverages,1,26.78,26.78,3.4
TXN10310,Green Tea,Beverages,2,13.33,26.66,4.8
TXN10311,Butter Stick,Dairy,1,12.2,12.2,4.2
TXN10311,Chicken Breast,Meat,3,12.13,36.39,4.0
TXN10311,Frozen Desserts,Frozen,3,22.45,67.35,4.1
TXN10311,Chocolate Bar,Snacks,2,10.38,20.76,3.5
TXN10311,Frozen Pizza,Frozen,1,16.67,16.67,4.2
TXN10312,Popcorn,Snacks,1,8.9,8.9,4.5
TXN10312,Greek Yogurt,Dairy,2,2.27,4.54,3.2
TXN10312,Bagels (6-pack),Bakery,1,10.64,10.64,4.2
TXN10312,Potato Chips,Snacks,1,29.3,29.3,3.5
TXN10312,Bananas,Produce,3,26.78,80.34,3.5
TXN10312,Ground Beef,Meat,1,8.6,8.6,4.5
TXN10312,Whole Wheat Bread,Bakery,1,25.27,25.27,3.8
TXN10313,Carrots,Produce,3,33.75,101.25,4.6
TXN10313,Whole Wheat Bread,Bakery,1,6.93,6.93,4.5
TXN10313,Bacon,Meat,2,12.58,25.16,3.7
TXN10314,Cola Soda,Beverages,1,11.73,11.73,4.2
TXN10314,Cola Soda,Beverages,3,29.7,89.1,4.6
TXN10314,Chicken Breast,Meat,3,25.16,75.48,4.2
TXN10314,Carrots,Produce,3,13.5,40.5,4.4
TXN10314,Popcorn,Snacks,1,16.52,16.52,3.7
TXN10314,Chocolate Bar,Snacks,3,24.66,73.98,4.7
TXN10314,Frozen Vegetables,Frozen,3,21.0,63.0,4.7
TXN10315,Pork Chops,Meat,2,14.58,29.16,4.1
TXN10315,Crackers,Snacks,1,18.28,18.28,4.4
TXN10315,Coffee Beans,Beverages,1,17.35,17.35,4.1
TXN10315,Frozen Desserts,Frozen,2,19.38,38.76,3.9
TXN10316,Romaine Lettuce,Produce,3,8.54,25.62,3.3
TXN10317,Chicken Breast,Meat,2,5.31,10.62,3.3
TXN10317,Pork Chops,Meat,2,7.5,15.0,3.6
TXN10317,Cola Soda,Beverages,1,25.01,25.01,4.8
TXN10318,AA Batteries,Household,3,25.0,75.0,3.2
TXN10318,Romaine Lettuce,Produce,3,8.78,26.34,4.4
TXN10318,Ice Cream,Frozen,3,17.25,51.75,4.4
TXN10318,Frozen Vegetables,Frozen,2,27.78,55.56,4.6
TXN10318,AA Batteries,Household,2,9.04,18.08,4.6
TXN10318,Greek Yogurt,Dairy,1,5.88,5.88,3.7
TXN10318,Butter Stick,Dairy,2,24.68,49.36,3.7
TXN10319,Vanilla Ice Cream,Dairy,1,23.98,23.98,3.4
TXN10319,Chocolate Bar,Snacks,3,22.57,67.71,4.7
TXN10319,AA Batteries,Household,2,7.71,15.42,3.3
TXN10319,Hand Soap,Household,2,16.04,32.08,4.1
TXN10319,Frozen Vegetables,Frozen,1,4.83,4.83,4.3
TXN10320,Cola Soda,Beverages,3,8.95,26.85,4.0
TXN10320,Frozen Pizza,Frozen,1,12.31,12.31,3.5
TXN10320,AA Batteries,Household,1,6.39,6.39,3.4
TXN10320,AA Batteries,Household,2,26.22,52.44,4.7
TXN10321,Green Tea,Beverages,3,8.05,24.15,4.3
TXN10321,Cola Soda,Beverages,1,2.2,2.2,3.9
TXN10322,Frozen Desserts,Frozen,1,3.08,3.08,3.7
TXN10322,Frozen Vegetables,Frozen,3,24.84,74.52,4.5
TXN10322,Trash Bags,Household,1,25.05,25.05,3.9
TXN10322,Carrots,Produce,2,22.52,45.04,3.8
TXN10323,Tomatoes,Produce,3,26.7,80.1,3.7
TXN10323,Bagels (6-pack),Bakery,2,31.54,63.08,4.8
TXN10323,Croissants,Bakery,1,4.34,4.34,4.0
TXN10323,Popcorn,Snacks,2,14.62,29.24,3.5
TXN10323,Butter Stick,Dairy,3,2.88,8.64,4.3
TXN10323,Frozen Dinners,Frozen,2,13.35,26.7,4.6
TXN10323,Paper Towels,Household,1,2.4,2.4,4.3
TXN10324,Salmon Fillet,Meat,2,6.81,13.62,4.5
TXN10324,Red Apples,Produce,1,18.99,18.99,3.7
TXN10324,Hand Soap,Household,1,4.37,4.37,4.3
TXN10324,Romaine Lettuce,Produce,1,12.62,12.62,4.3
TXN10324,Salmon Fillet,Meat,3,24.72,74.16,4.5
TXN10324,Blueberry Muffins,Bakery,2,21.32,42.64,3.3
TXN10325,Chicken Breast,Meat,1,2.81,2.81,4.8
TXN10325,Mixed Nuts,Snacks,1,21.03,21.03,3.6
TXN10326,Crackers,Snacks,1,18.62,18.62,4.2
TXN10327,Red Apples,Produce,2,13.25,26.5,3.2
TXN10327,Salmon Fillet,Meat,3,9.37,28.11,4.5
TXN10327,Potato Chips,Snacks,1,3.88,3.88,3.9
TXN10328,Hand Soap,Household,3,11.85,35.55,4.4
TXN10328,Popcorn,Snacks,1,4.07,4.07,4.2
TXN10328,Frozen Dinners,Frozen,3,16.3,48.9,3.6
TXN10328,Cheddar Cheese Block,Dairy,1,2.58,2.58,3.7
TXN10328,Hand Soap,Household,1,19.34,19.34,3.4
TXN10328,Frozen Vegetables,Frozen,2,7.65,15.3,3.5
TXN10329,Vanilla Ice Cream,Dairy,2,25.37,50.74,4.2
TXN10329,Orange Juice,Beverages,3,8.4,25.2,3.7
TXN10329,Ground Beef,Meat,3,19.65,58.95,4.8
TXN10329,Bacon,Meat,3,26.43,79.29,3.7
TXN10329,Frozen Pizza,Frozen,2,3.8,7.6,3.3
TXN10329,Chicken Breast,Meat,1,22.71,22.71,4.7
TXN10330,AA Batteries,Household,3,10.71,32.13,3.5
TXN10331,Pork Chops,Meat,2,26.14,52.28,3.3
TXN10331,Popcorn,Snacks,2,12.57,25.14,3.9
TXN10331,Hand Soap,Household,2,24.94,49.88,3.2
TXN10331,AA Batteries,Household,2,27.2,54.4,4.2
TXN10331,Carrots,Produce,2,22.34,44.68,3.8
TXN10331,Coffee Beans,Beverages,3,10.42,31.26,4.2
TXN10332,Organic Whole Milk,Dairy,3,27.43,82.29,4.4
TXN10332,Frozen Dinners,Frozen,2,32.1,64.2,4.8
TXN10333,Blueberry Muffins,Bakery,1,28.09,28.09,3.5
TXN10334,Butter Stick,Dairy,3,27.93,83.79,3.6
TXN10334,Frozen Pizza,Frozen,2,29.18,58.36,4.2
TXN10334,Cheddar Cheese Block,Dairy,2,10.71,21.42,4.7
TXN10335,Whole Wheat Bread,Bakery,2,20.03,40.06,3.8
TXN10336,Green Tea,Beverages,3,33.45,100.35,4.6
TXN10336,Coffee Beans,Beverages,3,26.52,79.56,4.6
TXN10336,Chocolate Chip Cookies,Bakery,2,27.3,54.6,4.5
TXN10337,Frozen Pizza,Frozen,3,4.7,14.1,3.9
TXN10337,Laundry Detergent,Household,1,22.52,22.52,3.5
TXN10337,Bananas,Produce,1,7.91,7.91,4.0
TXN10337,Blueberry Muffins,Bakery,1,17.87,17.87,3.5
TXN10337,Cheddar Cheese Block,Dairy,1,24.65,24.65,3.6
TXN10337,AA Batteries,Household,3,19.54,58.62,3.4
TXN10337,Red Apples,Produce,2,10.2,20.4,3.4
TXN10338,Whole Wheat Bread,Bakery,1,3.89,3.89,4.3
TXN10338,Organic Whole Milk,Dairy,1,7.9,7.9,3.8
TXN10338,Coffee Beans,Beverages,2,16.0,32.0,4.2
TXN10338,Crackers,Snacks,2,24.24,48.48,4.8
TXN10338,Pork Chops,Meat,2,21.64,43.28,4.2
TXN10338,Crackers,Snacks,1,24.57,24.57,3.9
TXN10338,Hand Soap,Household,1,3.12,3.12,4.6
TXN10339,Frozen Desserts,Frozen,1,13.56,13.56,3.2
TXN10339,Potato Chips,Snacks,1,22.7,22.7,4.8
TXN10339,Popcorn,Snacks,2,8.53,17.06,3.8
TXN10339,Croissants,Bakery,2,16.07,32.14,4.8
TXN10339,Blueberry Muffins,Bakery,1,10.73,10.73,4.3
TXN10339,Cheddar Cheese Block,Dairy,1,15.93,15.93,3.7
TXN10339,Ice Cream,Frozen,1,28.44,28.44,4.0
TXN10340,Paper Towels,Household,2,7.45,14.9,4.6
TXN10341,Frozen Pizza,Frozen,2,27.91,55.82,4.6
TXN10341,Croissants,Bakery,3,13.18,39.54,4.4
TXN10342,Whole Wheat Bread,Bakery,3,4.71,14.13,4.1
TXN10342,Chicken Breast,Meat,1,20.73,20.73,4.6
TXN10342,Trash Bags,Household,2,22.62,45.24,3.3
TXN10343,Carrots,Produce,3,20.57,61.71,3.6
TXN10343,Paper Towels,Household,2,17.06,34.12,3.7
TXN10343,Cola Soda,Beverages,2,15.99,31.98,3.4
TXN10343,Cola Soda,Beverages,3,22.91,68.73,3.3
TXN10343,Crackers,Snacks,3,16.06,48.18,3.4
TXN10343,Ice Cream,Frozen,3,18.23,54.69,4.7
TXN10343,Greek Yogurt,Dairy,3,6.27,18.81,3.5
TXN10344,Red Apples,Produce,2,17.33,34.66,3.9
TXN10344,Frozen Vegetables,Frozen,2,23.21,46.42,3.3
TXN10344,Spring Water,Beverages,1,22.56,22.56,4.3
TXN10345,Coffee Beans,Beverages,3,20.32,60.96,3.4
TXN10346,Greek Yogurt,Dairy,3,22.32,66.96,3.4
TXN10346,Romaine Lettuce,Produce,2,30.03,60.06,4.3
TXN10346,Red Apples,Produce,2,4.68,9.36,3.5
TXN10346,Organic Whole Milk,Dairy,3,29.44,88.32,3.7
TXN10346,Hand Soap,Household,2,19.55,39.1,3.6
TXN10346,Bagels (6-pack),Bakery,2,13.76,27.52,4.3
TXN10347,Frozen Dinners,Frozen,3,9.7,29.1,3.9
TXN10347,Organic Whole Milk,Dairy,1,5.52,5.52,4.0
TXN10347,Chicken Breast,Meat,3,19.34,58.02,4.0
TXN10347,Chocolate Chip Cookies,Bakery,2,8.12,16.24,4.8
TXN10347,Laundry Detergent,Household,1,17.99,17.99,3.7
TXN10347,Romaine Lettuce,Produce,1,24.75,24.75,3.8
TXN10347,Frozen Pizza,Frozen,3,17.35,52.05,4.1
TXN10348,Frozen Vegetables,Frozen,1,5.71,5.71,4.1
TXN10348,Red Apples,Produce,1,17.74,17.74,3.3
TXN10348,Chocolate Chip Cookies,Bakery,3,10.35,31.05,3.5
TXN10348,Cheddar Cheese Block,Dairy,3,11.97,35.91,4.6
TXN10348,Green Tea,Beverages,3,15.17,45.51,4.0
TXN10349,Cheddar Cheese Block,Dairy,1,3.02,3.02,3.7
TXN10350,Paper Towels,Household,2,17.39,34.78,3.8
TXN10350,Romaine Lettuce,Produce,2,15.5,31.0,4.3
TXN10350,Carrots,Produce,3,8.09,24.27,4.4
TXN10350,Pork Chops,Meat,3,20.44,61.32,4.5
TXN10350,Romaine Lettuce,Produce,2,28.74,57.48,4.8
TXN10351,Chocolate Chip Cookies,Bakery,2,14.05,28.1,4.2
TXN10351,Crackers,Snacks,1,27.35,27.35,4.6
TXN10351,Pork Chops,Meat,2,2.61,5.22,4.8
TXN10351,Salmon Fillet,Meat,1,28.64,28.64,3.5
TXN10351,Green Tea,Beverages,2,24.99,49.98,3.4
TXN10352,Tomatoes,Produce,2,28.49,56.98,3.5
TXN10353,Bananas,Produce,3,6.28,18.84,4.4
TXN10353,Greek Yogurt,Dairy,1,22.89,22.89,4.3
TXN10353,AA Batteries,Household,2,8.19,16.38,4.5
TXN10353,Spring Water,Beverages,3,32.96,98.88,4.7
TXN10353,Pork Chops,Meat,1,22.76,22.76,4.7
TXN10353,Laundry Detergent,Household,3,25.66,76.98,3.3
TXN10354,Frozen Pizza,Frozen,2,30.38,60.76,4.3
TXN10354,Romaine Lettuce,Produce,3,18.32,54.96,4.8
TXN10354,Blueberry Muffins,Bakery,1,2.74,2.74,4.7
TXN10354,Butter Stick,Dairy,3,21.66,64.98,3.8
TXN10354,Vanilla Ice Cream,Dairy,1,15.28,15.28,4.3
TXN10355,AA Batteries,Household,2,14.49,28.98,4.8
TXN10356,Spring Water,Beverages,3,8.36,25.08,4.2
TXN10356,Hand Soap,Household,3,29.23,87.69,4.0
TXN10356,Butter Stick,Dairy,2,26.98,53.96,3.3
TXN10356,Vanilla Ice Cream,Dairy,2,14.88,29.76,3.8
TXN10357,Chicken Breast,Meat,1,16.8,16.8,3.9
TXN10357,Frozen Pizza,Frozen,3,6.35,19.05,3.6
TXN10357,Frozen Dinners,Frozen,2,12.47,24.94,3.9
TXN10357,Carrots,Produce,1,28.42,28.42,4.8
TXN10358,Chicken Breast,Meat,1,7.3,7.3,3.4
TXN10358,Laundry Detergent,Household,1,28.58,28.58,4.3
TXN10358,Frozen Vegetables,Frozen,2,5.59,11.18,4.1
TXN10358,Tomatoes,Produce,2,24.17,48.34,4.0
TXN10358,Hand Soap,Household,1,5.82,5.82,4.5
TXN10358,Bananas,Produce,1,12.21,12.21,4.4
TXN10358,Chicken Breast,Meat,2,20.98,41.96,3.9
TXN10359,Bacon,Meat,3,6.26,18.78,3.5
TXN10359,Orange Juice,Beverages,3,26.19,78.57,3.6
TXN10359,Hand Soap,Household,1,16.02,16.02,4.3
TXN10359,Bananas,Produce,3,31.27,93.81,4.2
TXN10360,Romaine Lettuce,Produce,1,2.48,2.48,3.3
TXN10360,Butter Stick,Dairy,2,14.06,28.12,4.3
TXN10361,Greek Yogurt,Dairy,2,5.07,10.14,3.6
TXN10361,Popcorn,Snacks,1,8.91,8.91,3.5
TXN10361,Organic Whole Milk,Dairy,2,20.48,40.96,3.5
TXN10361,Frozen Vegetables,Frozen,1,27.43,27.43,3.9
TXN10361,Coffee Beans,Beverages,2,12.17,24.34,3.4
TXN10361,Vanilla Ice Cream,Dairy,1,23.56,23.56,3.7
TXN10362,Paper Towels,Household,1,28.17,28.17,4.2
TXN10362,Whole Wheat Bread,Bakery,3,21.17,63.51,4.5
TXN10363,Ice Cream,Frozen,1,16.93,16.93,3.3
TXN10363,Salmon Fillet,Meat,2,20.01,40.02,4.6
TXN10363,Crackers,Snacks,3,14.55,43.65,3.4
TXN10363,Paper Towels,Household,3,17.84,53.52,4.7
TXN10363,Cheddar Cheese Block,Dairy,3,21.59,64.77,4.7
TXN10363,Orange Juice,Beverages,1,33.06,33.06,4.5
TXN10364,Frozen Desserts,Frozen,2,12.75,25.5,3.8
TXN10364,Cola Soda,Beverages,1,7.5,7.5,4.1
TXN10365,Pork Chops,Meat,3,21.82,65.46,3.4
TXN10365,Chicken Breast,Meat,2,16.93,33.86,3.3
TXN10365,Tomatoes,Produce,2,32.14,64.28,4.6
TXN10366,Chocolate Bar,Snacks,2,29.21,58.42,3.3
TXN10366,Cola Soda,Beverages,3,13.42,40.26,3.7
TXN10366,Organic Whole Milk,Dairy,1,26.31,26.31,4.4
TXN10366,Cola Soda,Beverages,1,9.62,9.62,4.1
TXN10366,Blueberry Muffins,Bakery,2,32.74,65.48,4.6
TXN10366,Salmon Fillet,Meat,2,8.17,16.34,3.5
TXN10367,Frozen Pizza,Frozen,2,15.88,31.76,3.5
TXN10367,Bananas,Produce,3,17.94,53.82,3.5
TXN10368,Bagels (6-pack),Bakery,1,4.01,4.01,3.9
TXN10368,Paper Towels,Household,1,23.38,23.38,4.4
TXN10369,Cheddar Cheese Block,Dairy,1,8.94,8.94,3.6
TXN10370,Ground Beef,Meat,3,17.76,53.28,4.6
TXN10371,Green Tea,Beverages,1,5.44,5.44,3.4
TXN10371,Orange Juice,Beverages,2,16.31,32.62,3.4
TXN10371,Chicken Breast,Meat,2,8.34,16.68,3.4
TXN10371,Cola Soda,Beverages,3,27.8,83.4,3.8
TXN10371,Blueberry Muffins,Bakery,1,6.74,6.74,3.6
TXN10371,Spring Water,Beverages,2,4.13,8.26,3.4
TXN10372,Hand Soap,Household,3,27.0,81.0,3.7
TXN10372,Spring Water,Beverages,2,30.47,60.94,4.7
TXN10373,Mixed Nuts,Snacks,3,14.87,44.61,4.5
TXN10373,Frozen Pizza,Frozen,2,5.93,11.86,4.7
TXN10374,Popcorn,Snacks,3,15.94,47.82,4.8
TXN10374,Mixed Nuts,Snacks,3,28.12,84.36,4.7
TXN10374,AA Batteries,Household,3,18.24,54.72,4.1
TXN10375,Chicken Breast,Meat,1,8.58,8.58,3.5
TXN10375,Greek Yogurt,Dairy,1,20.26,20.26,4.7
TXN10375,Greek Yogurt,Dairy,1,12.09,12.09,3.7
TXN10375,Carrots,Produce,2,29.2,58.4,3.6
TXN10375,Chicken Breast,Meat,1,26.35,26.35,4.7
TXN10376,Blueberry Muffins,Bakery,1,25.44,25.44,3.2
TXN10377,Hand Soap,Household,2,24.59,49.18,4.4
TXN10377,Coffee Beans,Beverages,2,13.51,27.02,3.9
TXN10377,Greek Yogurt,Dairy,1,5.88,5.88,4.6
TXN10377,Vanilla Ice Cream,Dairy,3,23.02,69.06,3.5
TXN10377,AA Batteries,Household,2,22.08,44.16,4.1
TXN10377,Green Tea,Beverages,3,16.04,48.12,3.6
TXN10377,Tomatoes,Produce,3,29.24,87.72,3.8
TXN10378,Blueberry Muffins,Bakery,3,16.13,48.39,4.2
TXN10378,Hand Soap,Household,2,3.7,7.4,4.2
TXN10378,Pork Chops,Meat,1,5.03,5.03,3.8
TXN10378,Potato Chips,Snacks,1,9.13,9.13,4.1
TXN10378,Bagels (6-pack),Bakery,2,18.71,37.42,3.5
TXN10378,Chicken Breast,Meat,1,10.03,10.03,4.8
TXN10378,Vanilla Ice Cream,Dairy,2,29.61,59.22,3.3
TXN10379,Pork Chops,Meat,3,23.04,69.12,3.8
TXN10379,Red Apples,Produce,3,11.83,35.49,4.0
TXN10379,Red Apples,Produce,2,19.35,38.7,4.0
TXN10379,Greek Yogurt,Dairy,3,6.5,19.5,3.9
TXN10379,Bagels (6-pack),Bakery,3,28.09,84.27,4.2
TXN10380,Popcorn,Snacks,2,23.98,47.96,3.7
TXN10380,Paper Towels,Household,3,26.93,80.79,3.8
TXN10380,Bacon,Meat,1,19.93,19.93,4.1
TXN10380,Frozen Pizza,Frozen,1,25.75,25.75,4.4
TXN10380,Green Tea,Beverages,1,27.59,27.59,4.0
TXN10380,Frozen Vegetables,Frozen,2,6.74,13.48,3.5
TXN10380,Green Tea,Beverages,1,12.16,12.16,3.3
TXN10381,Frozen Pizza,Frozen,2,12.17,24.34,3.8
TXN10382,Trash Bags,Household,3,14.59,43.77,3.3
TXN10382,Cheddar Cheese Block,Dairy,3,21.58,64.74,3.2
TXN10382,Croissants,Bakery,3,12.51,37.53,3.8
TXN10382,Bagels (6-pack),Bakery,2,13.5,27.0,4.3
TXN10382,Popcorn,Snacks,3,17.38,52.14,4.6
TXN10382,Frozen Pizza,Frozen,3,4.39,13.17,3.4
